id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
2248523,NICE ROOM FOR RENT - MID CITY L.A.,3541461,Elena,,Arlington Heights,34.04640132,-118.3179406,Private room,55,15,1,3/21/14,0.03,3,305
8867000,"""The Peace Room""",46188385,La Donna,,Arlington Heights,34.04347435,-118.3151079,Private room,59,2,27,2/17/17,1.64,4,332
16599206,Comfortable shared space 3,109398642,Adem,,Arlington Heights,34.05210136,-118.3181996,Shared room,24,1,8,2/26/17,4.62,18,180
13453070,Mid-city Palace,76552125,Doug,,Arlington Heights,34.04222624,-118.3205037,Entire home/apt,115,3,1,7/5/16,0.12,1,364
9127517,Monthly Dorms at Gramercy Place!,1497543,Kellie,,Arlington Heights,34.04706615,-118.3139011,Shared room,33,7,12,4/16/16,0.76,17,365
12815098,LA Chosun House Men's Dormitory,68306402,Kim,,Arlington Heights,34.05032269,-118.3178865,Shared room,40,1,8,8/17/16,0.81,9,365
12814880,LA Chosun House Single Suite 1,68306402,Kim,,Arlington Heights,34.04959858,-118.3192854,Private room,60,1,3,9/19/16,0.44,9,365
15154,Gorgeous Guest House -Close to all!,59281,Virginia,,Arlington Heights,34.04939202,-118.3164597,Entire home/apt,110,2,334,2/27/17,3.94,1,172
404691,Gramercy Place-month to month dorms,1497543,Kellie,,Arlington Heights,34.04596698,-118.3137861,Shared room,33,7,27,6/25/16,0.49,17,365
14695050,"Historic LA Craftsman, Room #2",42306649,Jeremy,,Arlington Heights,34.04889871,-118.3197272,Private room,60,2,6,2/8/17,2.22,2,19
7876440,Guest room,38398883,Diana,,Arlington Heights,34.05256305,-118.3142126,Private room,120,1,1,3/24/16,0.09,5,273
404795,Gramercy Place--GROUPS up to 12 people!,1497543,Kellie,,Arlington Heights,34.04564291,-118.3140905,Shared room,33,30,19,3/17/16,0.33,17,365
5909633,Quiet Oasis in Historic Square,6829,Barrett,,Arlington Heights,34.04362932,-118.3290347,Private room,130,1,22,1/22/17,0.97,5,365
13576960,Peaceful LA Retreat,54002385,Tegan,,Arlington Heights,34.04607229,-118.3153538,Entire home/apt,150,1,1,6/22/16,0.12,1,0
16589205,comfortable shared space 1,109398642,Adem,,Arlington Heights,34.05210121,-118.3168624,Shared room,23,1,1,2/5/17,1,18,174
16590143,Comfortable Shared Space 2,109398642,Adem,,Arlington Heights,34.05283508,-118.3174511,Shared room,23,1,0,,,18,172
13378317,Large Studio Apartment,74218490,Freddy,,Arlington Heights,34.03929986,-118.3183761,Entire home/apt,90,7,0,,,2,178
288061,STUDENT HOUSING---month to month at Gramercy Place,1497543,Kellie,,Arlington Heights,34.04563969,-118.3138322,Shared room,38,7,28,10/11/16,0.51,17,365
776201,STUDENT HOUSING---month to month at Gramercy Place,1497543,Kellie,,Arlington Heights,34.04566841,-118.3136767,Shared room,38,7,17,2/8/17,0.38,17,365
1444920,Adorable and Eccentric Studio/Loft ,7757652,Portia,,Arlington Heights,34.04846606,-118.3178625,Entire home/apt,150,3,14,10/17/16,0.44,2,365
13175834,Sunny Studio Apartment in Mid-City LA,63619486,Kate,,Arlington Heights,34.04998585,-118.3201684,Entire home/apt,80,1,19,2/19/17,3.05,1,0
16780115,Olympic Shared Space 2/2 Female Rm,109398642,Adem,,Arlington Heights,34.05235692,-118.3181642,Shared room,26,1,3,2/25/17,2,18,274
16780292,Olympic Shared Space 2/3 Female Rm,109398642,Adem,,Arlington Heights,34.05212868,-118.3170397,Shared room,28,1,1,1/30/17,0.94,18,364
5526921,Large Room in Historic Square,6829,Barrett,,Arlington Heights,34.04223098,-118.3292206,Private room,54,1,11,6/29/16,0.48,5,28
12149510,LA that you don't know,23267438,Chuck,,Agua Dulce,34.52355637,-118.3062813,Private room,53,1,10,11/1/16,1.11,1,364
